PMID,Author,Affiliation
12355429,"Tedesco, Francesco",-
12133623,"Clement, Gilles","Laboratoire d'immunoallergie alimentaire INRA-CEA, SPI Bât. 136, CE Saclay 91191, Gif/Yvette, France. gilles.clement@cea.fr"
12133623,"Boquet, Didier",-
12133623,"Frobert, Yveline",-
12133623,"Bernard, Hervé",-
12133623,"Negroni, Luc",-
12133623,"Chatel, Jean Marc",-
12133623,"Adel-Patient, Karine",-
12133623,"Creminon, Christophe",-
12133623,"Wal, Jean Michel",-
12133623,"Grassi, Jacques",-
12393650,"Deaglio, Silvia","Laboratory of Immunogenetics, Department of Genetics, Biology, and Biochemistry, the Experimental Medicine Research Center, University of Turin Medical School, Italy."
12393650,"Capobianco, Andrea",-
12393650,"Calì, Angelita",-
12393650,"Bellora, Francesca",-
12393650,"Alberti, Federica",-
12393650,"Righi, Luisella",-
12393650,"Sapino, Anna",-
12393650,"Camaschella, Clara",-
12393650,"Malavasi, Fabio",-
12126471,"Kharitonenkov, I G","School of Basic Medicine, Lomonosov Moscow State University, Moscow, 119899, Russia. khariton@genebee.msu.su"
12126471,"Pomelova, V G",-
12126471,"Bucher, D J",-
12126471,"Cozzolino, A",-
12126471,"Bichenkova, T A",-
12126471,"Sadykbekova, R K",-
12126471,"Osin, N S",-
12916252,"Bobrovnik, S A","Palladin Institute of Biochemistry, NAS of Ukraine, Kyiv. sab@biochem.kiev.ua"
12414967,"Gulati, Upma","Department of Biochemistry and Molecular Biology, University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma 73104, USA."
12414967,"Hwang, Chi-Ching",-
12414967,"Venkatramani, Lalitha",-
12414967,"Gulati, Shelly",-
12414967,"Stray, Stephen J",-
12414967,"Lee, Janis T",-
12414967,"Laver, W Graeme",-
12414967,"Bochkarev, Alexey",-
12414967,"Zlotnick, Adam",-
12414967,"Air, Gillian M",-
12393517,"Kuwana, Masataka","Institute for Advanced Medical Research and Department of Internal Medicine, Keio University School of Medicine, Tokyo, Japan. kuwanam@sc.itc.keio.ac.jp"
12393517,"Kawakami, Yutaka",-
12393517,"Ikeda, Yasuo",-
12381372,"Takamune, Nobutoki","Department of Biochemistry, Faculty of Pharmaceutical Sciences, Kumamoto University, 5-1 Oe-Honmachi, Kumamoto 862-0973, Japan."
12381372,"Hamada, Hirotoshi",-
12381372,"Sugawara, Hideki",-
12381372,"Misumi, Shogo",-
12381372,"Shoji, Shozo",-
12447863,"Fukushima, Nobuyoshi","Division of Rheumatology/Allergy and Clinical Immunology, Oklahoma Medical Research Foundation, Oklahoma City, OK, USA."
12447863,"Nalbandian, Greg",-
12447863,"Van De Water, Judy",-
12447863,"White, Kandra",-
12447863,"Ansari, Aftab A",-
12447863,"Leung, Patrick",-
12447863,"Kenny, Thomas",-
12447863,"Kamita, Shizuo G",-
12447863,"Hammock, Bruce D",-
12447863,"Coppel, Ross L",-
12447863,"Stevenson, Freida",-
12447863,"Ishibashi, Hiromi",-
12447863,"Gershwin, M Eric",-
12180038,"Philips, J C","Service de Diabétologie, Nutrition et Maladies métaboliques, Département de Médecine, CHU Sart Tilman, Liège."
12180038,"Scheen, A J",-
11891661,"Kondo, Kenji","Department of Clinical Pathology, Kyorin University School of Medicine, Tokyo 181-8611, Japan. kondok-tky@umin.ac.jp"
11891661,"Sagara, Hiroshi",-
11891661,"Hirosawa, Kazushige",-
11891661,"Kaga, Kimitaka",-
11891661,"Matsushima, Satsuki",-
11891661,"Mabuchi, Kunihiko",-
11891661,"Uchimura, Hidemasa",-
11891661,"Watanabe, Takashi",-
11863216,"Guarner, Jeannette","Division of Viral and Rickettsial Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA."
11863216,"Shieh, Wun-Ju",-
11863216,"Greer, Patricia W",-
11863216,"Gabastou, Jean-Marc",-
11863216,"Chu, May",-
11863216,"Hayes, Edward",-
11863216,"Nolte, Kurt B",-
11863216,"Zaki, Sherif R",-
12595747,"Nustad, K","Central Laboratory, Norwegian Radium Hospital, Oslo, Norway. kjell.nustad@labmed.uio.no"
12595747,"Lebedin, Y",-
12595747,"Lloyd, K O",-
12595747,"Shigemasa, K",-
12595747,"de Bruijn, H W A",-
12595747,"Jansson, B",-
12595747,"Nilsson, O",-
12595747,"Olsen, K H",-
12595747,"O'Brien, T J",-
11891054,"Tang, Christoph M","Department of Infectious Diseases, Centre for Molecular Microbiology and Infection, Imperial College of Science, Technology, and Medicine, Armstrong Road, London SW7 2AZ, UK. c.tang@ic.ac.uk"
11891054,"Stroud, Dave",-
11891054,"Mackinnon, Fiona",-
11891054,"Makepeace, Katherine",-
11891054,"Plested, Joyce",-
11891054,"Moxon, E Richard",-
11891054,"Chalmers, Ronald",-
12052565,"Iankov, Ianko D","Department of Microbiology, Medical University, Zdrave 2 str., 1431, Sofia, Bulgaria."
12052565,"Petrov, Dragomir P",-
12052565,"Mladenov, Ivan V",-
12052565,"Haralambieva, Iana H",-
12052565,"Ivanova, Radka",-
12052565,"R Velev, Valeri",-
12052565,"Mitov, Ivan G",-
12375012,"Witters, Lois","Department of Medicine, Penn State College of Medicine, Hershey, PA 17033, USA."
12375012,"Engle, Linda",-
12375012,"Lipton, Allan",-
11908720,"Perz, Jolanta","Department of Internal Medicine V, University of Heidelberg, Germany."
11908720,"Topaly, Julian",-
11908720,"Fruehauf, Stefan",-
11908720,"Hensel, Manfred",-
11908720,"Ho, Anthony D",-
12134096,"Corbascio, Matthias","Department of Nephrology and Transplantation, University Hospital, Lund University, Malmö, Sweden."
12134096,"Mahanty, Harish",-
12134096,"Osterholm, Cecilia",-
12134096,"Qi, Zhongquan",-
12134096,"Pearson, Thomas C",-
12134096,"Larsen, Christian P",-
12134096,"Freise, Chris E",-
12134096,"Ekberg, Henrik",-
12009928,"Jones, R Mark","Department of Ophthalmology, Tulane University Health Sciences Center, New Orleans, Louisiana 70112, USA."
12009928,"Yu, Haini",-
12009928,"Delehanty, James B",-
12009928,"Blake, Diane A",-
11832452,"Hashida, Hiroki","Department V of Oncology, Kitano Hospital, Tazuke Kofukai Medical Research Institute, Osaka, Japan."
11832452,"Takabayashi, Arimichi",-
11832452,"Kanai, Michiyuki",-
11832452,"Adachi, Masashi",-
11832452,"Kondo, Keiichi",-
11832452,"Kohno, Nobuoki",-
11832452,"Yamaoka, Yoshio",-
11832452,"Miyake, Masayuki",-
12220810,"Vandekerchove, D G F","Department of Small Stock Pathology, Veterinary and Agrochemical Research Centre, Groeselenberg 99, 1180, Brussels, Belgium. dovan@var.fgov.be"
12220810,"Kerr, P G",-
12220810,"Callebaut, A P",-
12220810,"Ball, H J",-
12220810,"Stakenborg, T",-
12220810,"Mariën, J",-
12220810,"Peeters, J E",-
11803079,"Ho, Jason","Department of Immunology, Medical Sciences Building, 1 Kings College Circle, University of Toronto, Ont., M5S 1A8, Toronto, Canada."
11803079,"MacDonald, Kelly S",-
11803079,"Barber, Brian H",-
12021926,"Ebsen, Michael","Department of Pathology, Ruhr-University Bochum, Universitätstr. 150, 44780 Bochum, Germany. Michael.Ebsen@ruhr-uni-bochum.de"
12021926,"Anhenn, Olaf",-
12021926,"Roder, Christian",-
12021926,"Morgenroth, Konrad",-
12406005,"Itälä, M","Haematological Departments of Turku University Hospital, Finland; Rigshospitalet, Copenhagen, Denmark. maija.itala@tyks.fi"
12406005,"Geisler, C H",-
12406005,"Kimby, E",-
12406005,"Juvonen, E",-
12406005,"Tjonnfjord, G",-
12406005,"Karlsson, K",-
12406005,"Remes, K",-
12193284,"Chou, Shu-Fen","Department of Food Health, Chia-Nan University of Pharmacy and Science, Tainan, Taiwan, China."
12193284,"Hsu, Wen-Lin",-
12193284,"Hwang, Jing-Min",-
12193284,"Chen, Chien-Yuan",-
12036872,"Kenny, Dermot","Blood Research Institute, the Blood Center of Southeastern Wisconsin, Milwaukee, 53226-0509, USA. dkenny@rcsi.ie"
12036872,"Morateck, Patricia A",-
12036872,"Montgomery, Robert R",-
12237120,"Proutski, I","Department of Biomedical Sciences, University of Edinburgh, UK."
12237120,"Karoulias, N",-
12237120,"Ashley, R H",-
11844617,"Flores, Eduardo F","Department of Veterinary and Biomedical Sciences, University of Nebraska, Lincoln, NE 68583-0905, USA. flores@ccr.ufsm.br"
11844617,"Risatti, Guillermo R",-
11844617,"Donis, Ruben O",-
12429627,"Colnot, David R","Department of Otolaryngology/Head and Neck Surgery, Vrije Universiteit Medical Center, 1081 Hv Amsterdam, The Netherlands."
12429627,"Ossenkoppele, Gert J",-
12429627,"Roos, Jan C",-
12429627,"Quak, Jasper J",-
12429627,"de Bree, Remco",-
12429627,"Börjesson, Pontus K",-
12429627,"Huijgens, Peter C",-
12429627,"Snow, Gordon B",-
12429627,"van Dongen, Guus A M S",-
12368200,"Cook, H Terence","Department of Histopathology, Division of Medicine, Faculty of Medicine, Imperial College, Hammersmith Campus, London, United Kingdom. t.cook@ic.ac.uk"
12368200,"Khan, Sarah B",-
12368200,"Allen, Andrew",-
12368200,"Bhangal, Gurjeet",-
12368200,"Smith, Jennifer",-
12368200,"Lobb, Roy R",-
12368200,"Pusey, Charles D",-
11850995,"Caramaschi, Paola","Cattedra di Reumatologia, Dipartimento di Medicina Clinica e Sperimentale, Università, Verona."
11850995,"Canestrini, Sabrina",-
11850995,"Biasi, Domenico",-
11850995,"Carletto, Antonio",-
11850995,"Scambi, Cinzia",-
11850995,"Scarperi, Anna",-
11850995,"Bambara, Lisa Maria",-
11792389,"Kawai, S","Department of Pediatric Oncology, Institute of Development, Aging and Cancer, Tohoku University, 980-8575, Sendai, Japan."
11792389,"Minegishi, M",-
11792389,"Ohashi, Y",-
11792389,"Sasahara, Y",-
11792389,"Kumaki, S",-
11792389,"Konno, T",-
11792389,"Miki, H",-
11792389,"Derry, J",-
11792389,"Nonoyama, S",-
11792389,"Miyawaki, T",-
11792389,"Horibe, K",-
11792389,"Tachibana, N",-
11792389,"Kudoh, E",-
11792389,"Yoshimura, Y",-
11792389,"Izumikawa, Y",-
11792389,"Sako, M",-
11792389,"Tsuchiya, S",-
11799144,"Kanazawa, Takuya","Department of Animal Breeding, Faculty of Agriculture, University of Tokyo, Tokyo, Japan. takuyak@msv.ipc.ibaraki.ac.jp"
11799144,"Kohmoto, Kaoru",-
12374676,"Posey, James A","Departments of Medicine, University of Alabama at Birmingham, Birmingham, Alabama 35294-3300, USA. James.Posey@cc.uab.edu"
12374676,"Khazaeli, Mohammad B",-
12374676,"Bookman, Michael A",-
12374676,"Nowrouzi, Anahit",-
12374676,"Grizzle, William E",-
12374676,"Thornton, Jennifer",-
12374676,"Carey, Delicia E",-
12374676,"Lorenz, Jennifer M",-
12374676,"Sing, Amy P",-
12374676,"Siegall, Clay B",-
12374676,"LoBuglio, Albert F",-
12374676,"Saleh, Mansoor N",-
12410038,"Cockerham, Glenn C","Department of Ophthalmic Pathology, Armed Forces Institute of Pathology, Washington, DC, USA. gcockerham@prodigy.net"
12410038,"Laver, Nora V",-
12410038,"Hidayat, Ahmed A",-
12410038,"McCoy, Deborah L",-
11896846,"Leonardi, R","Department of Orthodontics, Policlinico Citta'Universitaria, University of Catania, Viale A. Doria n.6, Catania, Italy. rleonard@mbox.unict.it"
11896846,"Villari, L",-
11896846,"Piacentini, C",-
11896846,"Bernasconi, G",-
11896846,"Travali, S",-
11896846,"Caltabiano, C",-
12020227,"O'Quinn, Ryan P","Department of Medicine, Vanderbilt University, Nashville, TN, USA."
12020227,"Miller, Jami L",-
12562832,"Wang, Xingyu","Lipoprotein and Atherosclerosis Research Group and the Department of Pathology, University of Ottawa Heart Institute, Ottawa, Ontario, Canada."
12562832,"Chauhan, Vinita",-
12562832,"Nguyen, Anh T",-
12562832,"Schultz, Joshua",-
12562832,"Davignon, Jean",-
12562832,"Young, Stephen G",-
12562832,"Boren, Jan",-
12562832,"Innerarity, Thomas L",-
12562832,"Rutai, Hui",-
12562832,"Milne, Ross W",-
12237296,"Joyce, Joseph G","Department of Virus and Cell Biology, Merck Research Laboratories, West Point, Pennsylvania 19486, USA. joseph_joyce@merck.com"
12237296,"Hurni, William M",-
12237296,"Bogusky, Michael J",-
12237296,"Garsky, Victor M",-
12237296,"Liang, Xiaoping",-
12237296,"Citron, Michael P",-
12237296,"Danzeisen, Renee C",-
12237296,"Miller, Michael D",-
12237296,"Shiver, John W",-
12237296,"Keller, Paul M",-
11823118,"Kim, Meyoung-kon","Department of Nuclear Medicine, Warren G. Magnuson Clinical Center, Bethesda, Maryland 20892, USA."
11823118,"Jeong, Hyeh-Jean",-
11823118,"Kao, Chih-Hao K",-
11823118,"Yao, Zhengsheng",-
11823118,"Paik, David S",-
11823118,"Pie, Jae Eun",-
11823118,"Kobayashi, Hisataka",-
11823118,"Waldmann, Thomas A",-
11823118,"Carrasquillo, Jorge A",-
11823118,"Paik, Chang H",-
12581499,"Zamuner, Stella R","Laboratory of Pharmacology, Butantan Institute, Av. Vital Brazil 1500, São Paulo, SP CEP 05504-900, Brazil."
12581499,"Teixeira, Catarina F P",-
12356769,"Crisp, Robert J","Department of Developmental and Cellular Biology, University of California, Irvine, California 92697, USA."
12356769,"Knauer, Mary F",-
12356769,"Knauer, Daniel J",-
12324760,"Gayle, J'mai","Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh 27606, USA."
12324760,"Jones, Samuel L",-
12324760,"Argenzio, Robert A",-
12324760,"Blikslager, Anthony T",-
12665134,"Wanzala, W","Department of Zoology, University of Nairobi, PO Box 30197, Nairobi, Kenya. wwanzala@hotmail.com"
12665134,"Onyango-Abuje, J A",-
12665134,"Kang'ethe, E K",-
12665134,"Ochanda, H",-
12665134,"Harrison, L J S",-
12452070,"Feng, Hui","Key Laboratory of Cell Biology, Ministry of Public Health of China, China Medical University, Shenyang 110001, P. R. China."
12452070,"Song, Jin-dan",-
12065843,"Ohman, Linda","Biomedical Radiation Sciences, Department of Oncology, Radiology and Clinical Immunology, Uppsala University, Uppsala, Sweden."
12065843,"Gedda, Lars",-
12065843,"Hesselager, Göran",-
12065843,"Larsson, Rolf",-
12065843,"Nister, Monica",-
12065843,"Stigbrand, Torgny",-
12065843,"Wester, Kenneth",-
12065843,"Carlsson, Jörgen",-
12482853,"Sumanasekera, Wasana K","Center for Molecular Toxicology and Carcinogenesis, Pennsylvania State University, University Park, Pennsylvania 16802, USA."
12482853,"Tien, Eric S",-
12482853,"Turpey, Rex",-
12482853,"Vanden Heuvel, John P",-
12482853,"Perdew, Gary H",-
12375665,"Martín-Henao, G A","Department of Cryobiology and Cell Therapy, Duran and Reynals Hospital, Barcelona, Spain. gmartinh@iro.es"
12375665,"Picón, M",-
12375665,"Rueda, F",-
12375665,"Amill, B",-
12375665,"Querol, S",-
12375665,"Gonzalez-Barca, E",-
12375665,"Ferrá, C",-
12375665,"Grañena, A",-
12375665,"García, J",-
11792178,"Hamann, Philip R","Wyeth-Ayerst Research, 401 North Middletown Road, Pearl River, New York 10965, USA. hamannp@war.wyeth.com"
11792178,"Hinman, Lois M",-
11792178,"Hollander, Irwin",-
11792178,"Beyer, Carl F",-
11792178,"Lindh, Delores",-
11792178,"Holcomb, Ryan",-
11792178,"Hallett, William",-
11792178,"Tsou, Hwei-Ru",-
11792178,"Upeslacis, Janis",-
11792178,"Shochat, Dan",-
11792178,"Mountain, Andrew",-
11792178,"Flowers, David A",-
11792178,"Bernstein, Irwin",-
11716963,"Nickerson, Lise","Cangene Corporation, 3403 American Drive, Ontario, L4V 1T4, Mississauga, Canada. lnickerson@cangene.com"
11716963,"Wiersma, Erik J",-
11926067,"Sato, H","Department of Physics, Biology and Informatics, Faculty of Science, Yamaguchi University, Yamaguchi, 753-8512, Japan."
11926067,"Tachifuji, A",-
11926067,"Tamura, M",-
11926067,"Miyakawa, I",-
12644214,"Sawczuk, Ihor S","Columbia University, Urology Department, 161 Fort Washington Ave., New York, NY 10032, USA. isawczuk@humed.com"
12644214,"Pickens, Cynthia L",-
12644214,"Vasa, Usha R",-
12644214,"Ralph, David A",-
12644214,"Norris, Kathy A",-
12644214,"Miller, M Craig",-
12644214,"Ng, Angela Y",-
12644214,"Grossman, H Barton",-
12644214,"Veltri, Robert W",-
12546097,"Takayama, Shin-ichi","Department of Periodontology, Division of Oral Biology and Disease Control, Osaka University Graduate School of Dentistry, Suita, Osaka, Japan."
12546097,"Yoshida, Joji",-
12546097,"Hirano, Hiroyuki",-
12546097,"Okada, Hiroshi",-
12546097,"Murakami, Shinya",-
12375274,"Matsuda, Mitsuhiro","Department of Medicine III, Okayama University Medical School, Japan. mm8059@kchnet.or.jp"
12375274,"Shikata, Kenichi",-
12375274,"Shimizu, Fujio",-
12375274,"Suzuki, Yasuo",-
12375274,"Miyasaka, Masayuki",-
12375274,"Kawachi, Hiroshi",-
12375274,"Kawashima, Hiroto",-
12375274,"Wada, Jun",-
12375274,"Sugimoto, Hikaru",-
12375274,"Shikata, Yasushi",-
12375274,"Ogawa, Daisuke",-
12375274,"Tojo, Shinichiro J",-
12375274,"Akima, Kazuo",-
12375274,"Makino, Hirofumi",-
12433835,"Mocco, J","Department of Neurological Surgery, Columbia University College of Physicians and Surgeons, New York, NY 10032, USA."
12433835,"Choudhri, Tanvir",-
12433835,"Huang, Judy",-
12433835,"Harfeldt, Elisabeth",-
12433835,"Efros, Lyubov",-
12433835,"Klingbeil, Corine",-
12433835,"Vexler, Vladimir",-
12433835,"Hall, William",-
12433835,"Zhang, Yuan",-
12433835,"Mack, William",-
12433835,"Popilskis, Sulli",-
12433835,"Pinsky, David J",-
12433835,"Connolly, E Sander Jr",-
12099419,"Schmitt, Jürgen","Department of Tropical Hygiene and Public Health, University of Heidelberg, Germany."
12099419,"Wuhrer, Manfred",-
12099419,"Hamburger, Joseph",-
12099419,"Jourdane, Joseph",-
12099419,"Ramzy, Reda M R",-
12099419,"Geyer, Rudolf",-
12099419,"Ruppel, Andreas",-
11786405,"Renard, Isabelle","Department of Pathology, University of Liège, Liège, Belgium. isabelle.renard@student.ulg.ac.be"
11786405,"Mezzanzanica, Delia",-
11786405,"Canevari, Silvana",-
11786405,"Ferrini, Silvano",-
11786405,"Boniver, Jacques",-
11786405,"Delvenne, Philippe",-
11786405,"Jacobs, Nathalie",-
12490783,"Riederer, Ingo","Laboratory on Thymus Research, Department of Immunology, Oswaldo Cruz Institute, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil."
12490783,"Silva-Barbosa, Suse D",-
12490783,"Rodrigues, Marcio L",-
12490783,"Savino, Wilson",-
15195129,"Li, Y","Centre for Experimental Radiation Oncology, Cancer Care Centre, St George Hospital, Kogarah, NSW, Australia."
15195129,"Tian, Z",-
15195129,"Rizvi, S M A",-
15195129,"Bander, N H",-
15195129,"Allen, B J",-
12070266,"Lib, Margarita Y","Institute of Molecular Biology, Oxford, United Kingdom."
12070266,"Brown, Ruth M",-
12070266,"Brown, Garry K",-
12070266,"Marusich, Michael F",-
12070266,"Capaldi, Roderick A",-
11807694,"Song, Xiao-yu R","Research and Development, Centocor, Malvern, Pennsylvania 19355, USA. songx@centocor.com"
11807694,"Fox, Floyd",-
11807694,"Gallo, Mary Ann",-
11807694,"Rosenberg, Amy",-
11807694,"Jordan, Robert",-
11807694,"Shealy, David",-
11807694,"Wagner, Carrie",-
12126637,"Maehnss, Karen","University of Kiel, Germany. k.maehnss@biovision.de"
12126637,"Kobarg, Jörg",-
12126637,"Schmitt, Wilhelm H",-
12126637,"Hansen, Hinrich P",-
12126637,"Lange, Hans",-
12126637,"Csernok, Elena",-
12126637,"Gross, Wolfgang L",-
12126637,"Lemke, Hilmar",-
12006541,"Cheung, Nai-Kong V","Department of Pediatrics, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA. cheungn@mskcc.org"
12006541,"Modak, Shakeel",-
12370500,"Stiegler, Gabriela","Institute of Applied Microbiology, University of Agricultural Sciences, Muthgasse, Vienna, Austria. G.Stiegler@iam.boku.ac.at"
12370500,"Armbruster, Christine",-
12370500,"Vcelar, Brigitta",-
12370500,"Stoiber, Heribert",-
12370500,"Kunert, Renate",-
12370500,"Michael, Nelson L",-
12370500,"Jagodzinski, Linda L",-
12370500,"Ammann, Christoph",-
12370500,"Jäger, Walter",-
12370500,"Jacobson, Jeffrey",-
12370500,"Vetter, Norbert",-
12370500,"Katinger, Hermann",-
12490794,"Gaca, Jeffrey G","Department of Surgery, Duke University Medical Center, Durham, NC, USA."
12490794,"Lesher, Aaron",-
12490794,"Aksoy, Olcay",-
12490794,"Ruggeri, Zaverio M",-
12490794,"Parker, William",-
12490794,"Davis, R Duane",-
12010517,"Tian, Y","Department of Chemistry and Chemical Biology, Rutgers University, Piscataway, USA; also Center for Advanced Biotechnology and Medicine, Piscataway, NJ 08854, USA."
12010517,"Ramesh, C V",-
12010517,"Ma, X",-
12010517,"Naqvi, S",-
12010517,"Patel, T",-
12010517,"Cenizal, T",-
12010517,"Tiscione, M",-
12010517,"Diaz, K",-
12010517,"Crea, T",-
12010517,"Arnold, E",-
12010517,"Arnold, G F",-
12010517,"Taylor, J W",-
12362106,"O'Donohue, John","Institute of Liver Studies, King's College Hospital, London, UK. john.o'donohue@uhl.nhs.uk"
12362106,"Wong, Terence",-
12362106,"Portmann, Bernard",-
12362106,"Williams, Roger",-
11998794,"Heath, John A","Department of Pediatrics, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA."
11998794,"Broxson, Emmett H Jr",-
11998794,"Dole, Mukund G",-
11998794,"Filippa, Daniel A",-
11998794,"George, Diane",-
11998794,"Lyden, David",-
11998794,"Dunkel, Ira J",-
11874742,"Siriwardena, Dilani","Wound Healing and Glaucoma Research Units, Institute of Ophthalmology and Moorfields Eye Hospital, London, England UK."
11874742,"Khaw, Peng T",-
11874742,"King, Anthony J",-
11874742,"Donaldson, Mark L",-
11874742,"Overton, Barry M",-
11874742,"Migdal, Clive",-
11874742,"Cordeiro, M Francesca",-
12137207,"Murray, A","School of Biomedical Sciences, University of Nottingham Medical School, Queen's Medical Centre, UK."
12137207,"Missailidis, S",-
12137207,"Price, M R",-
11950918,"Kahn, Harriette J","Department of Pathology, Women's College Campus, Sunnybrook and Women's College Health Sciences Centre, Toronto, Ontario, Canada. harriette.kahn@swchsc.on.ca"
11950918,"Bailey, Denis",-
11950918,"Marks, Alexander",-
11993509,"Bando, Terumi","Second Department of Internal Medicine, University of Tokushima School of Medicine, Japan."
11993509,"Muguruma, Naoki",-
11993509,"Ito, Susumu",-
11993509,"Musashi, Yoko",-
11993509,"Inayama, Kumi",-
11993509,"Kusaka, Yoshihiro",-
11993509,"Tadatsu, Masaya",-
11993509,"Kunio, Ii",-
11993509,"Irimura, Tatsuro",-
11993509,"Shibamura, Seiichi",-
11993509,"Takesako, Kazuhiro",-
12094858,"Kugathasan, Subra","Department of Medicine, Digestive Disease Center, Children's Hospital of Wisconsin, Milwaukee, USA."
12094858,"Levy, Michael B",-
12094858,"Saeian, Kia",-
12094858,"Vasilopoulos, Sotirios",-
12094858,"Kim, Joseph P",-
12094858,"Prajapati, Devang",-
12094858,"Emmons, Jeanne",-
12094858,"Martinez, Alfonso",-
12094858,"Kelly, Kevin J",-
12094858,"Binion, David G",-
12199773,"Stockmeyer, Bernhard","Department of Medicine III, University of Erlangen - Nürnberg, Erlangen, Germany. Bernhard.Stockmeyer@med3.imed.uni-erlangen.de"
12199773,"Schiller, Martin",-
12199773,"Repp, Roland",-
12199773,"Lorenz, Hanns-Martin",-
12199773,"Kalden, Joachim R",-
12199773,"Gramatzki, Martin",-
12199773,"Valerius, Thomas",-
11929387,"Gordon, F H","Centre for Gastroenterology, Royal Free and University College Medical School, London, UK. fionagorgon@ownhomeline.freeserve.co.uk"
11929387,"Hamilton, M I",-
11929387,"Donoghue, S",-
11929387,"Greenlees, C",-
11929387,"Palmer, T",-
11929387,"Rowley-Jones, D",-
11929387,"Dhillon, A P",-
11929387,"Amlot, P L",-
11929387,"Pounder, R E",-
11877302,"Haspot, Fabienne","ITERT-INSERM U437, CHU Hotel Dieu, 30 Boulevard Jean Monnet, 44093 Nantes, France."
11877302,"Villemain, Florence",-
11877302,"Laflamme, Geneviève",-
11877302,"Coulon, Flora",-
11877302,"Olive, Daniel",-
11877302,"Tiollier, Jérôme",-
11877302,"Soulillou, Jean-Paul",-
11877302,"Vanhove, Bernard",-
11970766,"Nabhan, Chadi","Division of Hematology and Oncology, Department of Medicine, Northwestern University Medical School, Robert H. Lurie Comprehensive Cancer Center of Northwestern University, Chicago, IL 60611, USA. c-nabhan@northwestern.edu"
11970766,"Tallman, Martin S",-
12483717,"Choy, E H S","Guy's, King's, and St. Thomas' School of Medicine, King's College, London, UK. ernest.choy@kcl.ac.uk"
12483717,"Isenberg, D A",-
12483717,"Garrood, T",-
12483717,"Farrow, S",-
12483717,"Ioannou, Y",-
12483717,"Bird, H",-
12483717,"Cheung, N",-
12483717,"Williams, B",-
12483717,"Hazleman, B",-
12483717,"Price, R",-
12483717,"Yoshizaki, K",-
12483717,"Nishimoto, N",-
12483717,"Kishimoto, T",-
12483717,"Panayi, G S",-
12393553,"Bonnefoy, Arnaud","Center for Molecular and Vascular Biology, K.U. Leuven, Belgium."
12393553,"Yamamoto, Hiroshi",-
12393553,"Thys, Chantal",-
12393553,"Kito, Morikazu",-
12393553,"Vermylen, Jos",-
12393553,"Hoylaerts, Marc F",-
12381305,"Du, Angélique Phan Chan","Laboratoire de Chimie Physique Macromoléculaire, Unité Mixte de Recherches 7568 CNRS-INPL, 54000, Nancy, France."
12381305,"Limal, David",-
12381305,"Semetey, Vincent",-
12381305,"Dali, Hayet",-
12381305,"Jolivet, Michel",-
12381305,"Desgranges, Claude",-
12381305,"Cung, Manh Thông",-
12381305,"Briand, Jean-Paul",-
12381305,"Petit, Marie-Christine",-
12381305,"Muller, Sylviane",-
11800593,"van der Schans, Govert P","TNO Prins Maurits Laboratory, P.O. Box 45, 2280 AA Rijswijk, The Netherlands."
11800593,"Noort, Daan",-
11800593,"Mars-Groenendijk, Roos H",-
11800593,"Fidder, Alex",-
11800593,"Chau, Lai F",-
11800593,"de Jong, Leo P A",-
11800593,"Benschop, Hendrik P",-
12508146,"Verbon, Annelies","Department of Infectious Diseases, Tropical Medicine, and AIDS, Academic Medical Center, University of Amsterdam, The Netherlands. A.Verbon@amc.uva.nl"
12508146,"Meijers, Joost C M",-
12508146,"Spek, C Arnold",-
12508146,"Hack, C Erik",-
12508146,"Pribble, John P",-
12508146,"Turner, Terence",-
12508146,"Dekkers, Pascale E P",-
12508146,"Axtelle, Tim",-
12508146,"Levi, Marcel",-
12508146,"van Deventer, Sander J H",-
12508146,"Reitsma, Pieter H",-
12508146,"van der Poll, Tom",-
12003240,"Takayama, Tetsuya","Department of Ophthalmology, Oita Medical University, Hasama, Japan."
12003240,"Tatsukawa, Shuji",-
12003240,"Kitamura, Hirokazu",-
12003240,"Ina, Keisuke",-
12003240,"Nakatsuka, Kazuo",-
12003240,"Fujikura, Yoshihisa",-
11958133,"Ge, Chang-Hui","Department of Biochemistry, Institute of Glycobiology, Dalian Medical University, Dalian 116027, China."
11958133,"Kong, Ying",-
11958133,"Wang, Han",-
11958133,"Zhu, Zheng-Mei",-
12193274,"Gu, Fang","School of Dentistry and Dental Research Institute, University of California, Los Angeles, California 90095-1668, USA."
12193274,"Lux, Renate",-
12193274,"Anderson, Maxwell H",-
12193274,"del Aguila, Michael A",-
12193274,"Wolinsky, Lawrence",-
12193274,"Hume, Wyatt R",-
12193274,"Shi, Wenyuan",-
12006511,"Prewett, Marie C","Department of Immunology, ImClone Systems, Inc., New York, New York 10014, USA."
12006511,"Hooper, Andrea T",-
12006511,"Bassi, Rajiv",-
12006511,"Ellis, Lee M",-
12006511,"Waksal, Harlan W",-
12006511,"Hicklin, Daniel J",-
